Name,Ticker,Sub-Sector,Market Cap,Close Price,PE Ratio,Return on Equity,Return on Assets,Net Profit Margin,5Y Avg EBITDA Margin,EBITDA Margin,1Y Return vs Nifty,5Y CAGR,Debt to Equity,Long Term Debt to Equity
Goa Carbon Ltd,GOACARBON,Metals - Coke,345.9097656,386.2,-71.9147121829525,-6.19565917434144,-2.0093155377321,-1.36087141038336,4.96880905394069,1.9493563446032,16.0031805802903,28.6706900511811,40.6090038062738,0
Aditya BSL Gold ETF,BSLGOLDETF,Gold,345.5453555,46.55,,,,,,,-3.20237175218188,11.3039650473529,,
Prabhat Technologies (India) Ltd,PTIL,Technology Hardware,344.09974278,306.1,-69.374948141129,-17.5761871013466,-5.61721404303511,-192.996108949416,-53.167445746729,-182.879377431907,-23.2004212304771,40.081083653051,138.413361169102,59.6480763495377
Bhartiya International Ltd,BIL,Apparel & Accessories,343.99689522,272.8,-55.934454507318,-1.79021060445075,-0.680678686456143,-1.1114323923808,7.99854385024265,5.89872411175771,66.2541891417446,-12.5830633789583,126.543445681878,36.1023772442773
Nippon India Nifty Midcap 150 ETF,NETFMID150,Equity,343.274511815,110.13,,,,,,,7.21330708519339,,,
Aurum Proptech Ltd,AURUM,IT Services & Consulting,342.98367422,116.7,0.190852910628732,352.350328898997,250.109250831559,55.1597447521647,41.4106629755733,96.5733684058674,67.9706485961889,-19.3538653910026,0,0
Krebs Biochemicals and Industries Ltd,KREBSBIO,Pharmaceuticals,342.92112033,155.5,-12.0959830804233,,-19.3495546531072,-52.1907216494845,-71.4535576236088,-31.2039764359352,49.3267798801676,15.0927411266625,,
Peninsula Land Ltd,PENINLAND,Real Estate,342.0214945,12.25,-11.0901911316472,-944.563552833085,-0.975793425417774,-7.96672780346672,-34.998443969475,21.9110847046059,91.5283666093418,-8.2586879766585,,
GKW Ltd,GKWLIMITED,Logistics,340.985475,569.35,12.5086381144534,10.8577460020313,10.2645203803069,67.1428571428572,52.1325910722372,80.6896551724138,-3.11006380293395,4.85703765876047,0.0380439554007784,0.0292645810775219
Nikhil Adhesives Ltd,NIKHILAD,Commodity Chemicals,339.51877,737,21.6806366538952,29.3946503988738,6.52445629530874,3.18746183594546,4.6235778827547,6.37288825564829,58.2772091624821,58.3606054980914,42.1977660972405,32.5065703022339
Orient Abrasives Ltd,ORIENTABRA,Metals - Diversified,339.177132,28,29.8046688927943,4.7944051230199,3.30987144436043,3.7415748808154,11.4912718738172,10.8137432188065,13.5308775949036,-5.11199199452508,12.6837324525186,0.672997522708505
Natural Capsules Ltd,NATCAPSUQ,Pharmaceuticals,336.23858325,397,48.6597081403763,11.7407187154872,7.89263278126785,8.38388740596943,11.6003547442444,16.9861684057268,236.790136854163,38.4647356258967,15.509743920116,0
Natural Capsules Ltd,NATCAPSPP,,336.23858325,292,,,,,,,-16.098752034726,,,
Housing Development and Infrastructure Ltd,HDIL,Real Estate,334.17281013,7.4,,0.90395749324456,0.579915593580005,,,,24.853628917655,-37.620980537896,16.7872884355263,4.16533911264187
Commercial Syn Bags Ltd,COMSYN,Packaging,334.136985,272,27.8912341402337,16.2319626041596,7.11591577321732,5.57053845438483,11.8641367166122,12.1361480517065,174.810338874365,37.670611961849,109.479034307497,46.6327827191868
Algoquant Fintech Ltd,AQFINTECH,,333.37346,415.05,89.1372887700535,20.4875376609148,16.5413533834586,56.071964017991,-73.6862042452613,67.9160419790105,1157.06075716773,119.048415785878,0,0
Premier Explosives Ltd,PREMEXPLN,Commodity Chemicals,332.512991075,313.05,-30.4499076076007,-5.69076033143989,-3.63110379570054,-7.13119571605825,5.54207214190491,-1.06445503820284,94.0019191062136,-1.72464981447041,31.2120397742542,5.49852190271432
Saraswati Commercial (India) Ltd,ZSARACOM,0,332.34231668,3235,15.5736793195876,9.71943887775551,9.13801224682054,76.1327149482697,-131.825585795882,88.8690688547984,222.644703462656,230.20938676342,1.73804869379776,1.73804869379776
Hubtown Ltd,HUBTOWN,Real Estate,331.67557176,47.85,-2.72737087213223,-8.14092823049785,-2.725590766924,-38.9700698583606,35.6947197057802,-6.73908863680061,177.459530173863,-12.2461777889693,53.0295946351437,19.6646267000691
Veritas (India) Ltd,VERITAS,Commodities Trading,330.43325,120.8,3.01903380539059,5.66693245244333,3.32660110724603,5.82016771867505,6.81367471651468,8.879943420206,85.2345812986074,0.453114720185832,19.7073412949742,13.8014724137756
Kothari Sugars and Chemicals Ltd,KOTARISUG,Sugar,328.6532197,39.95,17.2884387006839,10.7784770652605,5.31094596859809,4.42690140189092,10.5244807491586,9.85748218527316,40.8757076902249,24.3251236562149,19.2697986577181,4.00536912751678
Orissa Bengal Carrier Ltd,OBCL,Roads,327.94279845,150.5,55.9629348890785,8.16212828191379,4.98872004426851,1.7213018446716,4.80224185913948,4.14757372811656,462.747401811428,,37.9161612077099,6.6316215123332
Inventure Growth & Securities Ltd,INVENTURE,Investment Banking & Brokerage,327.6,3.75,26.3344051446945,6.98111619293471,5.33939953215872,30.6253077301822,14.5996672467206,45.6917774495323,6.85206763740517,23.5997473701971,18.5811540955263,1.81543116490166
DIC India Ltd,DICIND,Specialty Chemicals,327.092845395,352.8,26.4210699026655,3.23516345676433,2.17172027260528,1.64112625271754,5.64604852325031,4.29900843098786,-26.9853395568275,-5.38722694291756,1.41213660154428,0.821371197595481
Master Trust Ltd,MASTERTR,Diversified Financials,326.733064,150.5,9.50634460285132,14.5932404891304,5.11808678559729,15.2891459074733,13.2230704683338,19.6708185053381,227.508553901347,61.8525107966608,37.1967444044451,32.0511817185788
GeeCee Ventures Ltd,GEECEE,Real Estate,326.327531045,155.35,31.8058022461014,2.23709744238275,2.04288871632519,22.8406055209261,33.9125215185298,40.6500445235975,34.8730652636219,3.56350332567272,0,0
Variman Global Enterprises Ltd,VARIMAN,IT Services & Consulting,324.8045,202.65,338.338020833333,5.97572362278245,2.27839088643645,1.57583716349311,2.33619558271057,5.33486539724229,1093.75199423393,,111.636589919104,65.5258245177349
Asahi Songwon Colors Lucky Laminates Ltd,ASAHISONG,Specialty Chemicals,324.25498352,263.5,10.0700305440994,13.1433936079024,9.65271220228726,11.1867704280156,15.7366756125327,18.8507504168983,-34.037089001403,-0.445593799753463,18.2815689705453,2.73403324584427
Dhanlaxmi Bank Ltd,DHANBANK,Private Banks,323.85546752,12.9,8.70813303361119,4.3985547099071,0.293243107919614,3.4684722494241,3.20508567425441,4.89820281096406,-31.5085881002997,-13.409795110199,,
Mindteck (India) Ltd,MINDTECK,IT Services & Consulting,323.1791906,124.3,29.7586731675874,8.05996734451538,5.55314089944521,3.72849933051808,-0.897952751345186,8.29814261681602,164.171822937089,9.10458858233354,18.5984983911334,2.47407937075438
SPEL Semiconductor Ltd,SPELS,Electronic Equipments,320.51622885,68.3,-37.1397715932793,-11.4251671410604,-4.95749080882353,-22.8005284015852,0.784927997105528,-7.87318361955087,362.863379802581,36.3359975912884,41.5463631315936,25.2359800111049
Birla Tyres Ltd,BIRLATYRE,Tires & Rubber,320.114727355,22.3,-1.11293928781768,,-18.4041385797147,-187.8706727629,,-60.0783801436969,-27.6066885426625,,,
Nupur Recyclers Ltd,NRL,Metals - Diversified,319.8624,146.75,32.0182582582582,197.626112759644,57.7623590633132,9.51700485853102,,13.9944746117939,-16.098752034726,,61.6302186878728,16.3021868787276
Cupid Ltd,CUPID,FMCG - Personal Products,319.37841,242.75,11.020649068323,24.7364602449746,18.2729594249503,19.530934088152,32.7600755339086,27.8811160533765,-7.21783703136199,-1.8251996405944,0,0
JITF Infralogistics Ltd,JITFINFRA,Shipbuilding,319.36854705,120.3,-2.11895267416402,,-7.13401603165624,-16.078172004011,5.74457466132234,10.4275564848201,1426.20894027297,11.9218837607749,,
Ashima Ltd,ASHIMASYN,Textiles,318.15572948,16.35,-27.7380758047079,-5.18195577040367,-4.0568023060463,-7.49918273945734,12.7067047768883,-2.2883295194508,-10.9540575009639,2.01198733822114,7.22662587493626,5.56250869141983
Sheetal Cool Products Ltd,SCPL,Packaged Foods & Meats,317.7825,323.85,52.0102291325697,11.8067632850241,3.49952747787736,2.5606638447676,8.93631464360478,12.4470893927329,85.9917315846188,,130.182481751825,48.3394160583942
Royal Orchid Hotels Ltd,ROHLTD,"Hotels, Resorts & Cruise Lines",317.30973755,116.1,-9.7723972143517,-16.7168635930703,-7.48777788026935,-36.5488518685277,13.8604355715655,-11.5826204412427,50.2336261887697,6.05057547061594,94.2893474365644,81.4461591815502
Orbit Exports Ltd,ORBTEXP,Textiles,315.863654775,126.65,133.275803702532,1.35065823217644,1.04499658281708,3.20964247020585,28.7853269539328,19.6641386782232,95.6905456241369,-1.3126517589136,11.9020694334502,6.66628972068303
Bhatia Communications & Retail (India) Ltd,BHATIA,,315.38304,24.2,84.553093833781,9.36010037641145,5.56301267710658,1.96615887407093,3.94049319285066,4.0271994096252,230.110117779294,,26.5822784810127,3.40798442064265
Tilak Ventures Ltd,TILAK,Diversified Financials,315.22568,13.8,231.783588235294,5.51276854479124,5.02401182120429,26.614481409002,-6.04654555502135,26.4187866927593,578.320821642054,63.4597076552565,9.33699489996077,0
Axis Gold ETF,AXISGOLD,Gold,314.3934448,44.02,,,,,,,-3.86009828663826,11.3636310902412,,
Kanchi Karpooram Ltd,KANCHI,Commodity Chemicals,313.954722025,729.5,5.00725234489633,50.4120603015075,45.611610228058,33.5976851355696,24.1394113371064,44.9148001286036,-19.4314228092572,66.4477150279067,0,0
Ikab Securities and Investment Ltd,IKAB,0,313.728012,883.5,116.627513754647,27.6748971193416,26.2055528494886,32.3706377858003,-10.0271887775713,39.3501805054152,4301.40124796527,130.35937378039,0,0
Hind Rectifiers Ltd,HIRECT,Electrical Components & Equipments,313.55127639,185.95,58.8276315928705,5.45519676577453,2.20466578424884,1.74490931709553,7.18433848089634,6.66863091730505,27.8253965720852,19.0067910924467,83.9530921118573,11.2759346496943
Reliance Naval and Engineering Ltd,RNAVAL,Shipbuilding,313.476286775,4.05,-0.091470373255074,,-39.5946825699338,-11206.9326357096,-1902.98488529115,-4321.41922825376,26.0065111231687,-41.6644674199462,,
Mitsu Chem Plast Ltd,MITSU,Commodity Chemicals,313.223607,253,32.3578106404958,27.728444571756,8.33979495132251,5.39456085599645,10.4273155516717,13.4864021399911,114.110529129969,40.6282388387635,161.488020176545,80.6305170239597
Suratwwala Business Group Ltd,SBGLP,,312.149592,180,50.4280439418417,30.1803998049732,9.71361318163986,46.3323353293413,44.4165495787505,88.3982035928144,165.151247965274,,89.689578713969,89.689578713969
Srei Infrastructure Finance Ltd,SREINFRA,Specialized Finance,311.91352646,6.5,-0.042499662968715,-1738.59073519135,-21.9090112719821,-210.440597097094,-21.7823226338335,-184.779242675353,-5.92926050930226,-41.2727863660452,,
SoftSol India Ltd,SOFTSOL,Software Services,310.964152805,183.75,28.660290581106,7.39453417842295,7.03380765615377,40.5001866368048,28.720225942373,54.9458753266144,124.097326396647,33.9250022837051,0,0
Indo National Ltd,NIPPOBATRY,Batteries,310.2375,414.6,10.2118992758394,11.736073553272,6.01977529871003,5.52142779251934,12.2285828868209,13.7544982007197,-1.13965041265471,-1.60343890695489,45.18779342723,13.2922535211268
Albert David Ltd,ALBERTDAVD,Pharmaceuticals,309.0428223,555.2,13.9522718871332,9.48242647373603,6.69578754855579,8.3701772285833,11.9052544271661,13.7777273929638,25.6785717650697,10.9652774860631,0.662902037809968,0.163679515508634
Indo Thai Securities Ltd,INDOTHAI,Investment Banking & Brokerage,309,311.95,30.4133858267717,20.2471104025508,13.634838623096,44.0780911062907,-8.32853151760778,73.4924078091106,589.670478734505,70.817176386954,1.46394361106091,1.04825591903127
Bafna Pharmaceuticals Ltd,BAFNAPH,Pharmaceuticals,308.596890075,130.15,52.932571196398,10.7992961007687,7.3905051657476,8.10059747116854,-14.3586001616597,15.3536195637071,-42.9602299779685,-15.5777164231465,26.9332393870002,9.31830192002818
KCP Sugar and Industries Corp Ltd,KCPSUGIND,Sugar,307.84041075,27.35,13.2063668275418,7.73750248954392,3.5342546755718,6.19584285790229,11.8097513229397,12.7159640635798,61.4986505626766,-5.16261743479133,86.2910947973189,29.572294924992
Tuticorin Alkali Chemicals and Fertilizers Ltd,TUTIALKA,Commodity Chemicals,307.63547075,26,-5.30314550508533,,-48.1770617058384,-85.4344624447718,-31.6958970141047,-77.8055964653903,69.7482815606993,15.9605676275298,,
PPAP Automotive Ltd,PPAP,Auto Parts,306.88,219.3,146.133333333333,0.689191184916562,0.494577313032114,0.647548566142464,17.354581679559,10.4378661732963,-17.5812318190925,-0.81854264382577,17.0389966686263,14.5600627082109
Kriti Nutrients Ltd,KRITINUT,Agro Products,306.3830248,63.05,20.3441583532537,16.0212765957447,11.9799538620635,2.17469783829836,5.2096328638829,3.55807136359041,39.580260310953,25.7517804741486,3.5046035046035,2.53440253440253
Jaykay Enterprises Ltd,JAYKAY,Investment Banking & Brokerage,305.7802191,64.3,11.7472231694199,33.0539682539683,31.3973825462879,83.0038265306122,33.148461254592,83.4183673469388,78.454954470569,62.8151941634371,0,0
Zenotech Laboratories Ltd,ZENOTECH,Biotechnology,305.45799284,50.8,-252.444622181818,-2.46838025295798,-1.41206675224647,-5.29308836395452,-31.823513762561,29.7462817147856,28.2194297834558,6.48733554225274,48.3784342078083,42.6771328237968
MBL Infrastructures Ltd,MBLINFRA,Construction & Engineering,305.35972896,29.4,4.81867964273316,8.03835884035543,2.10328918981712,19.0994303625787,4.04560123305159,34.277705777751,18.7636332863749,-9.43299574220939,153.814825202112,128.184711434111
Nicco Parks & Resorts Ltd,NICCOPAR,"Hotels, Resorts & Cruise Lines",304.434,63,-86.7333333333333,-6.64521014767134,-4.90257699560025,-18.4348739495798,15.4544315240075,-13.2878151260504,5.99427122108797,17.2747300354238,0.292340674332489,0.292340674332489
Pmc Fincorp Ltd,PMCFIN,Diversified Financials,302.3823528,5.65,166.14414989011,2.56916996047431,2.24262214281314,33.5174953959484,26.6780914201845,45.3038674033149,370.970213482515,65.8697487478389,8.65625871201561,0
Aksharchem (India) Ltd,AKSHARCHEM,Specialty Chemicals,302.084687895,381.9,24.1861239307447,4.59165854824181,3.68203057058207,5.04422276967811,16.8238865719106,10.1086385848714,45.4836469498308,,5.30640068886338,0
High Energy Batteries (India) Ltd,HIGHENE,Aerospace & Defense Equipments,301.5435776,1620,16.4508225641026,55.816077953715,21.6948751331519,23.5150737652341,23.1824138204662,38.7812700449006,87.3421621935799,48.4111393902059,82.5900310040544,6.65394705461484
KP ENERGY Ltd,KPEL,Renewable Energy,299.4381,255.95,49.4122277227723,6.99405620635928,2.2835609985869,8.27642720568151,21.0468734792427,26.3862332695985,322.547349079241,-7.20545667240261,30.8978675645342,23.7485970819304
Intrasoft Technologies Ltd,ISFT,Retail - Online,299.20038018,199.9,35.9184129867949,5.52845528455281,2.91045036861044,1.34467618002195,2.02851564260705,2.37941499322011,194.546158610185,-9.16184841871139,63.8928711064773,63.8863547504236
K M Sugar Mills Ltd,KMSUGAR,Sugar,299.0005525,32.75,11.394838128811,13.0960996181968,4.55749407299981,5.17299162148843,12.6879017932251,11.8462296697881,165.0171277936,3.29450551625254,94.171664167916,18.9702023988006
Euro India Fresh Foods Ltd,EIFFL,FMCG - Foods,298.84,120.9,228.122137404577,2.14507941706242,1.22378438974265,1.32967925294358,8.04498371821723,6.78034916768171,26.9781710421971,73.4551165598586,51.0772719909282,11.5179005345861
Donear Industries Ltd,DONEAR,Textiles,298.74,55.25,-47.7220447284343,-5.27602191319008,-1.32955281574225,-1.73052468623874,9.63628138058625,5.65046718637695,58.7430201171728,-7.45742587275194,206.157592624804,6.14889546008003
Poddar Pigments Ltd,PODDARMENT,Specialty Chemicals,298.5654,277.2,12.6243298097252,10.9711687889964,9.68785843028018,8.94681092532344,9.65526040197628,12.6882045850042,25.6552750683167,1.91640032954457,0,0
Prime Securities Ltd,PRIMESECU,Investment Banking & Brokerage,297.02937225,92.8,36.1789734774665,16.0179494683446,11.475295268712,18.1316254416961,41.3197812990968,26.36925795053,94.8103388743649,29.479662634551,0.576822233875197,0.576822233875197
Cineline India Ltd,CINELINE,Real Estate,296.91580323,99.9,61.9865977515659,3.85125628140702,1.20753765677191,8.80352876309499,75.9282325674507,69.5460393310053,173.886734177175,6.90331436695277,253.186622495662,245.220066256507
Axis AAA Bond Plus SDL ETF-2026 Matur. Reg.,AXISBPSETF,Debt,296.560277008,10.52,,,,,,,-16.098752034726,,,
BPL Ltd,BPL,Home Electronics & Appliances,294.90259509,61.8,-13.7419662204101,-13.4743980158855,-5.86547134228004,-48.073476702509,9.52504491765754,7.10125448028675,137.179936489864,-0.77455195280477,8.48403361344538,1.64033613445378
Kilitch Drugs (India) Ltd,KILITCH,Pharmaceuticals,294.3064377,182.1,78.48171672,3.00072017284148,2.16756741134649,5.26759376316898,10.0141594428245,11.2094395280236,98.3888804741079,31.1399065455352,11.4389433845679,0
Aban O?shore Ltd,ABAN,Oil & Gas - Equipment & Services,294.16122792,52.6,-0.149128899393165,,-37.1127561517338,-148.688396074234,-227.635257568049,-52.1272105048922,46.497847656155,-24.9995961867403,,
Lakshmi Mills Company Ltd,LAKSHMIMIL,Textiles,292.85784975,4098,79.7977792234327,1.01978437256864,0.765468406177982,1.96603632078,9.40148587679497,13.360475705791,57.6594366061187,10.8632476987722,17.4260541220894,4.66540801342563
Kilpest India Ltd,KILPEST,Fertilizers & Agro Chemicals,292.8534405,387,2.57204848498156,124.764409379794,95.5401720159429,49.5841135740104,35.4023324518494,66.5766668118277,18.6740148118699,63.5221521175783,1.35563499022054,0.687934174141768
Scooters India Ltd,SCOOTER,Three Wheelers,292.36205425,33.7,-6.00826252055076,-192.636579572447,-46.6829759677651,-518.763326226013,-110.548411999258,-495.628997867804,-24.8944218588126,-3.05240657952439,11406,10606
LGB Forge Ltd,LGBFORGE,Industrial Machinery,291.798017175,11.7,84.8250049927329,10.1805267830719,4.54335336459088,3.70410250888337,6.13907953527296,10.9938623882847,195.901247965274,13.5425998909451,36.6638678981248,8.03246571508536
Securekloud Technologies Ltd,SECURKLOUD,Software Services,291.738402925,91.65,183.483272279872,4.63151762307025,0.627293170789449,0.454792483052549,-12.5497903102792,10.4001601784846,-6.27250877528919,-31.3413962250465,342.494508176715,136.514522821577
Shiva Texyarn Ltd,SHIVATEX,Textiles,291.27216111,221.35,23.7192313607492,10.4617481683421,3.69434416365825,3.53127246585191,12.5229952206769,14.3666427030913,30.9776599254069,-17.5542631046001,97.9857628215499,45.5347031224721
JK Agri Genetics Ltd,JK AGRI,Seeds,289.694263425,630,40.4600926571228,5.81664568016575,2.52650893629035,3.15613153486733,8.68334733978761,8.8116018689941,5.26514702133258,2.75325114811003,17.426313067888,5.07497968530694
AGI Infra Ltd,AGIIL,Real Estate,289.4140968,243.7,17.1048520567376,21.2883744338198,3.81158342907346,15.0279776179057,26.2622581746,30.7398525623945,149.225145624501,11.4072455914597,57.010582010582,17.3059964726631
Singer India Ltd,SINGER,Home Electronics & Appliances,289.258909875,53.2,27.2371854872882,15.5444964871194,6.26197706300303,2.5449317038102,3.97151722080281,5.12580877066858,25.5790109479638,5.97555801927829,2.52007754084741,1.52312378842426
ANG Lifesciences India Ltd,ANG,Pharmaceuticals,288.03681455,265.95,40.9725198506402,18.4684092998817,5.91477009801858,4.53724022202142,9.9618904938205,9.61662579062862,509.665953847627,,103.799903799904,16.9071669071669
Shree Rama Newsprint Ltd,RAMANEWS,Paper Products,287.6679624,18.2,-3.73740369494609,-20.9876206576866,-8.73750588876338,-28.764154116372,5.59031044334847,-5.01513509473446,-2.7031134054425,-10.7005732819373,136.284991927869,29.1632398184532
Panchmahal Steel Ltd,PANCHMAHQ,Iron & Steel,287.605809675,153,29.3176156651376,10.1453022389989,3.70125827689638,2.85739252009787,5.40426759890078,7.99254339974368,357.58545849159,39.3669155390574,53.7477867401141,8.4103875663978
Yash Pakka Limited,YASHPAKKA,Paper Products,287.5584,81.6,17.2087612208258,13.5479163288471,6.42260017296052,8.57010975484666,20.8770571292484,22.3304954354293,-10.399270169441,20.9695098600732,72.2337562475971,28.396770472895
Gensol Engineering Ltd,GENSOL,,286.87549029,275.4,90.2124183301888,9.14450035945362,4.42311704569163,4.92260061919504,9.11548853184179,10.8359133126935,292.809933934094,,28.9249381358262,9.51333516634589
Wealth First Portfolio Managers Ltd,WEALTH,Diversified Financials,286.6195,268.9,22.1157021604938,32.1189591078067,27.5451647183847,52.3213564796124,21.5989468203311,74.727492935002,87.2282801013799,39.7204207601706,0,0
Emkay Global Financial Services Ltd,EMKAY,Investment Banking & Brokerage,286.5658749,110,25.7703124910072,6.96654554567096,2.35224436265177,6.74021093465874,13.2984831332766,15.1412292399079,33.0537903381554,10.1621994475342,7.02524038461538,1.015625
Manaksia Steels Ltd,MANAKSTEEL,Iron & Steel,286.3837985,44.15,10.786583747646,12.8263967728689,7.06803146671636,5.19010849379337,6.2858878107742,9.12129801583423,95.6518474856577,27.5063701557959,30.0915537204919,0.583430571761958
Pasupati Acrylon Ltd,PASUPTAC,Textiles,286.310812025,42.3,6.65220288162175,20.330176424742,11.7919423553747,8.36979561674737,9.65134772209753,13.3325554712872,160.010908539687,13.6598558378787,1.82900711042577,0.0085667780347811
Super Sales India Ltd,SUPER,Conglomerates,285.7570025,897,32.4723866477272,3.62647325475976,2.4372680440924,3.27271374911675,14.3702655746876,15.5193573580275,37.734209721405,9.40031276142794,26.2320449423083,0.0807346856393173
Smruthi Organics Ltd,SMRUTHIORG,Pharmaceuticals,284.95538955,245,16.664057868421,33.2135573468,19.0444370197127,13.4582087202896,13.4407171428711,22.8946954194869,-2.22471066823749,,16.3636363636364,2.7603305785124
Apollo Finvest (India) Ltd,APOLLOFI,Diversified Financials,284.7844506,755,69.1224394660194,15.2113716079011,6.55112100492924,25.8469259723965,36.2167081165339,36.6373902132999,96.3678302081332,124.126462855952,83.0072090628218,83.0072090628218
Dynamic Cables Ltd,DYNAMIC,Cables,284.75109,135.8,28.9675574771109,8.73738944935782,3.29744054208179,2.80320529272536,8.97382820793984,9.59021302078878,460.546683209435,,100.546214901425,26.9522915422036
Salzer Electronics Ltd,SALZERELEC,Electrical Components & Equipments,284.412804915,176.85,13.8602731440059,6.30996309963099,3.15306663388624,3.26683966694792,11.7643891622367,10.4054893095378,25.7216168505988,0.80506106780216,60.6829732219812,4.83549796415728
Taneja Aerospace and Aviation Ltd,TANAA,Aerospace & Defense Equipments,284.2103904,115.9,45.7665685024154,6.12003547846654,4.79629272060244,17.8397012352772,35.7779771155088,42.8612467681701,258.982154114141,20.8298355582092,7.92770393038156,1.77871282394568
Siti Networks Ltd,SITINET,Cable & D2H,283.4175006,3.15,-1.18277898589433,,-11.313102699385,-15.3960819085436,17.9678533402432,14.9084086688898,254.489483259392,-39.27560420338,,
Iris Clothings Ltd,IRISDOREME,Retail - Apparel,283.37636862,180.9,43.3960748269525,18.39954916878,8.2936432336318,7.40027198549411,17.7759893592678,19.4129646418858,91.8322824480326,,70.5306543019062,17.4909840288511
Sakuma Exports Ltd,SAKUMA,Commodities Trading,282.64411315,12,25.6250329238436,3.24283005277322,1.41659067849944,0.827159012508638,1.63589312397228,1.59057503674597,123.901247965274,13.9723049072016,1.42632106544465,0.647286266647573
Artson Engineering Ltd,ARTSONEN,Construction & Engineering,281.8842,80.15,-49.6274999999998,-215.559772296016,-3.39814537840264,-3.72899159663867,7.60554723482209,4.02442226890755,80.1068783202312,11.7695756817985,48909.0909090912,10581.8181818182
Race Eco Chain Ltd,RACE,Textiles,281.565747,173.5,281.565747,5.67697984672155,3.38581344167937,1.63345311989546,3.33709172706394,3.83861483175433,-49.110335046309,84.5707564082796,36.8304803975704,0.276090557702928
Jay Shree Tea and Industries Ltd,JAYSREETEA,Tea & Co?ee,281.26673312,97.3,14.749173210278,8.37671037315233,1.79485731496122,2.31738586236647,7.24453556513615,9.28898664495509,21.8176193330983,-2.63528193848319,133.627548483342,32.8609315431792
PG Foils Ltd,PGFOILQ,Packaging,280.32215,340,18.3456904450261,8.89199255121046,4.35650339282661,5.75041396959207,11.8984765252863,10.7707361132019,307.049972296326,25.5481980516235,97.7380355451557,0.100284138392111
Dai Ichi Karkaria Ltd,DAICHI,Specialty Chemicals,278.638708455,375.8,5.49800135073008,34.9372673376534,19.8990910340224,21.6738656288757,10.5087486547202,31.4501988624214,4.93184377847853,-4.77672639085028,11.8378600340236,0.0117322696075552
Prismx Global Ventures Ltd,PRISMX,,278.500222,6.72,210.985016666667,3.17307692307692,2.98507462686567,16.5621079046424,5.60115151784319,18.5696361355082,44.6770055410316,-30.1901177868516,2.95787979176526,0
Atlas Jewellery India Ltd,AJIL,"Precious Metals, Jewellery & Watches",278.309783745,27.2,-55.661956749,-3.04636568573692,-2.94637595757219,-347.222222222222,-66.4718113911063,-319.444444444445,-22.3056485864501,-16.0158012687924,0.160861226257502,0.160861226257502
Amrit Corp Ltd,AMRITCORP,Conglomerates,277.6943134,910,16.942911128737,8.35244356112725,7.96559097978227,23.5488505747126,19.1901902066007,35.8620689655172,14.2737408019502,15.6425722507192,1.0614726645025,0.386458494357706
Deccan Gold Mines Ltd,DECNGOLD,Mining - Diversified,277.648940625,31.2,-86.226379076087,-6.95239123394149,-6.83942225998301,-8050,-2200.1328141572,-7825,89.84184202468,-4.84778103937653,0,0
Jagatjit Industries Ltd,JAGAJITIND,Alcoholic Beverages,277.35015312,60.45,56.6020720653058,10.242474916388,0.970421935496654,1.13707562713202,1.01712652978744,10.3427470818927,43.6106270934114,-0.822957993343043,427.53651796289,418.870904066325
A K Capital Services Ltd,AKCAPIT,Investment Banking & Brokerage,277.2,429,3.72630729936819,11.0054146817765,3.97550248235099,25.7271312467577,27.6976625932954,36.4170845581878,16.595340139725,2.31306967668103,195.688139217534,128.753710451163
Mahindra EPC Irrigation Ltd,MAHEPC,Agricultural & Farm Machinery,276.863578875,97.95,14.5948117488139,10.6468359758664,7.14312610611137,7.3724301426295,9.28570552379961,11.2004974544324,-49.6018070245427,,0.016122098022356,0
Kanpur Plastipack Ltd,KANPRPLA,Packaging,275.8478403,126.1,9.13705996356411,21.1096738104394,9.39503329806434,6.57490689722759,11.7958774175581,13.6028050613063,19.1291300028075,1.94558821507325,100.622380287057,36.9046106947796
Aakash Exploration Services Ltd,AAKASH,Oil & Gas - Equipment & Services,275.4,26.1,66.5217391304347,10.5022831050228,6.25472125698747,6.85884691848907,20.5869372444298,22.1007289595759,84.1313975625123,,43.7936852253555,19.0407327066763
Chemfab Alkalis Ltd,CHEMFAB,Commodity Chemicals,275.25579395,207.05,-33.8152081019656,-2.99898682877407,-2.38262498536471,-4.46688251111233,23.5568161499755,13.7244142018328,51.8931343750104,,11.8018927916807,8.9103355403434
Wanbury Ltd,WANBURY,Pharmaceuticals,274.88016567,88.35,-21.8158861642857,,-4.43763537429342,-3.19051959890612,11.5541205071109,5.17066747695735,-5.59218543059841,11.3554226031509,,
Inspirisys Solutions Ltd,INSPIRISYS,IT Services & Consulting,274.743014255,65.9,-96.063990998251,-17.3754556500609,-1.0109936724522,-0.699061400078222,5.38743580250235,3.88639030113414,43.8527042759536,-0.87201140560168,645.026178010471,43.520942408377
Dangee Dums Ltd,DANGEE,FMCG - Foods,274.17815,283.35,-27.3358075772682,-41.9577494248065,-14.9746192893401,-62.0284477427335,20.2367402754984,-4.57637600494745,103.978917868187,,92.2386483632524,54.7518479408659
Sika Interplant Systems Ltd,SIKA,Aerospace & Defense Equipments,273.427684875,669,22.9771163760504,20.1558265582656,15.8181576498737,14.468085106383,15.2701514334689,20.8267477203647,107.834302358579,24.7977538417159,0.293300401358444,0.108058042605743
